index,word,levelNumber,context,writtenFrequencyPerMillion,spokenFrequencyPerMillion,frequencyPerMillion,zhuyin,pinyin
7594,敲打,6,,8,4,12,ㄑㄧㄠ ㄉㄚˇ,qiāo dǎ
7595,巧合,6,,16,7,23,ㄑㄧㄠˇ ㄏㄜˊ,qiǎo hé
7596,翹課,6,,2,4,6,ㄑㄧㄠˋㄎㄜˋ,qiào kè
7597,俏麗,6,,1,1,2,ㄑㄧㄠˋ ㄌㄧˋ,qiào lì
7598,橋樑/橋梁,6,,11,39,50,ㄑㄧㄠˊ ㄌㄧㄤˊ,qiáo liáng
7599,翹,6,,11,6,17,ㄑㄧㄠˊ/ㄑㄧㄠˋ,qiáo/qiào
7600,切除,6,,8,4,12,ㄑㄧㄝ ㄔㄨˊ,qiē chú
7601,切斷,6,,12,7,19,ㄑㄧㄝ ㄉㄨㄢˋ,qiē duàn
7602,切記,6,,5,2,7,ㄑㄧㄝˋ ㄐㄧˋ,qiè jì
7603,切片,6,,7,6,13,ㄑㄧㄝ ㄆㄧㄢˋ,qiē piàn
7604,親筆,6,,6,2,8,ㄑㄧㄣ ㄅㄧˇ,qīn bǐ
7605,侵犯,6,,17,8,25,ㄑㄧㄣ ㄈㄢˋ,qīn fàn
7606,勤奮,6,,13,7,20,ㄑㄧㄣˊ ㄈㄣˋ,qín fèn
7607,侵害,6,,8,4,12,ㄑㄧㄣ ㄏㄞˋ,qīn hài
7608,勤快,6,,5,3,8,ㄑㄧㄣˊ ㄎㄨㄞˋ,qín kuài
7609,勤勞,6,,14,10,24,ㄑㄧㄣˊ ㄌㄠˊ,qín láo
7610,侵略,6,,16,9,25,ㄑㄧㄣ ㄌㄩㄝˋ,qīn lüè
7611,欽佩,6,,8,2,10,ㄑㄧㄣ ㄆㄟˋ,qīn pèi
7612,侵入,6,,8,4,12,ㄑㄧㄣ ㄖㄨˋ,qīn rù
7613,親生,6,,13,5,18,ㄑㄧㄣ ㄕㄥ,qīn shēng
7614,親吻,6,,12,3,15,ㄑㄧㄣ ㄨㄣˇ,qīn wěn
7615,侵襲,6,,5,39,44,ㄑㄧㄣ ㄒㄧˊ,qīn xí
7616,親信,6,,10,2,12,ㄑㄧㄣ ㄒㄧㄣˋ,qīn xìn
7617,青,6,,27,31,58,ㄑㄧㄥ,qīng
7618,清白,6,,8,1,9,ㄑㄧㄥ ㄅㄞˊ,qīng bái
7619,情操,6,,8,3,11,ㄑㄧㄥˊ ㄘㄠ,qíng cāo
7620,清澈,6,,8,11,19,ㄑㄧㄥ ㄔㄜˋ,qīng chè
7621,清除,6,,13,16,29,ㄑㄧㄥ ㄔㄨˊ,qīng chú
7622,請辭,6,,2,2,4,ㄑㄧㄥˇ ㄘˊ,qǐng cí
7623,清脆,6,,6,4,10,ㄑㄧㄥ ㄘㄨㄟˋ,qīng cuì
7624,清單,6,,15,4,19,ㄑㄧㄥ ㄉㄢ,qīng dān
7625,慶典,6,,6,10,16,ㄑㄧㄥˋ ㄉㄧㄢˇ,qìng diǎn
7626,輕而易舉,6,,6,1,7,ㄑㄧㄥ ㄦˊ ㄧˋ ㄐㄩˇ,qīng ér yì jǔ
7627,慶賀,6,,5,1,6,ㄑㄧㄥˋ ㄏㄜˋ,qìng hè
7628,情結,6,,9,1,10,ㄑㄧㄥˊ ㄐㄧㄝˊ,qíng jié
7629,情境,6,,92,16,108,ㄑㄧㄥˊ ㄐㄧㄥˋ,qíng jìng
7630,清淨,6,,9,25,34,ㄑㄧㄥ ㄐㄧㄥˋ,qīng jìng
7631,清靜,6,,5,2,7,ㄑㄧㄥ ㄐㄧㄥˋ,qīng jìng
7632,輕快,6,,10,2,12,ㄑㄧㄥ ㄎㄨㄞˋ,qīng kuài
7633,青睞,6,,7,5,12,ㄑㄧㄥ ㄌㄞˋ,qīng lài
7634,情趣,6,,8,2,10,ㄑㄧㄥˊ ㄑㄩˋ,qíng qù
7635,輕柔,6,,9,3,12,ㄑㄧㄥ ㄖㄡˊ,qīng róu
7636,青山,6,,8,4,12,ㄑㄧㄥ ㄕㄢ,qīng shān
7637,輕視,6,,10,1,11,ㄑㄧㄥ ㄕˋ,qīng shì
7638,情書,6,,4,4,8,ㄑㄧㄥˊ ㄕㄨ,qíng shū
7639,輕率,6,,5,1,6,ㄑㄧㄥ ㄕㄨㄞˋ,qīng shuài
7640,清爽,6,,6,7,13,ㄑㄧㄥ ㄕㄨㄤˇ,qīng shuǎng
7641,傾訴,6,,9,1,10,ㄑㄧㄥ ㄙㄨˋ,qīng sù
7642,傾聽,6,,47,11,58,ㄑㄧㄥ ㄊㄧㄥ,qīng tīng
7643,清晰,6,,36,7,43,ㄑㄧㄥ ㄒㄧ,qīng xī
7644,傾向,6,,48,10,58,ㄑㄧㄥ ㄒㄧㄤˋ,qīng xiàng
7645,清香,6,,6,8,14,ㄑㄧㄥ ㄒㄧㄤ,qīng xiāng
7646,傾斜,6,,9,12,21,ㄑㄧㄥ ㄒㄧㄝˊ,qīng xié
7647,清新,6,,10,7,17,ㄑㄧㄥ ㄒㄧㄣ,qīng xīn
7648,慶幸,6,,12,5,17,ㄑㄧㄥˋ ㄒㄧㄥˋ,qìng xìng
7649,情誼,6,,9,6,15,ㄑㄧㄥˊ ㄧˋ,qíng yì
7650,輕易,6,,39,15,54,ㄑㄧㄥ ㄧˋ,qīng yì
7651,情願,6,,11,3,14,ㄑㄧㄥˊ ㄩㄢˋ,qíng yuàn
7652,輕重,6,,6,1,7,ㄑㄧㄥ ㄓㄨㄥˋ,qīng zhòng
7653,窮苦,6,,8,4,12,ㄑㄩㄥˊ ㄎㄨˇ,qióng kǔ
7654,窮困,6,,8,9,17,ㄑㄩㄥˊ ㄎㄨㄣˋ,qióng kùn
7655,囚犯,6,,12,3,15,ㄑㄧㄡˊ ㄈㄢˋ,qiú fàn
7656,囚禁,6,,9,2,11,ㄑㄧㄡˊ ㄐㄧㄣˋ,qiú jìn
7657,求救,6,,9,5,14,ㄑㄧㄡˊ ㄐㄧㄡˋ,qiú jiù
7658,求情,6,,5,1,6,ㄑㄧㄡˊ ㄑㄧㄥˊ,qiú qíng
7659,求生,6,,11,9,20,ㄑㄧㄡˊ ㄕㄥ,qiú shēng
7660,求援,6,,6,2,8,ㄑㄧㄡˊ ㄩㄢˊ,qiú yuán
7661,求助,6,,15,9,24,ㄑㄧㄡˊ ㄓㄨˋ,qiú zhù
7662,趨,6,,10,4,14,ㄑㄩ,qū
7663,去除,6,,16,14,30,ㄑㄩˋ ㄔㄨˊ,qù chú
7664,取締,6,,5,1,6,ㄑㄩˇ ㄉㄧˋ,qǔ dì
7665,驅動,6,,7,5,12,ㄑㄩ ㄉㄨㄥˋ,qū dòng
7666,取而代之,6,,7,3,10,ㄑㄩˇ ㄦˊ ㄉㄞˋ ㄓ,qǔ ér dài zhī
7667,屈服,6,,11,2,13,ㄑㄩ ㄈㄨˊ,qū fú
7668,區隔,6,,7,5,12,ㄑㄩ ㄍㄜˊ,qū gé
7669,取決,6,,17,5,22,ㄑㄩˇ ㄐㄩㄝˊ,qǔ jué
7670,去路,6,,5,0,5,ㄑㄩˋ ㄌㄨˋ,qù lù
7671,取名,6,,9,6,15,ㄑㄩˇ ㄇㄧㄥˊ,qǔ míng
7672,區區,6,,5,2,7,ㄑㄩ ㄑㄩ,qū qū
7673,取捨,6,,6,3,9,ㄑㄩˇ ㄕㄜˇ,qǔ shě
7674,取勝,6,,9,1,10,ㄑㄩˇ ㄕㄥˋ,qǔ shèng
7675,趨勢,6,,38,40,78,ㄑㄩ ㄕˋ,qū shì
7676,驅使,6,,12,2,14,ㄑㄩ ㄕˇ,qū shǐ
7677,軀體,6,,8,1,9,ㄑㄩ ㄊㄧˇ,qū tǐ
7678,趣味,6,,14,9,23,ㄑㄩˋ ㄨㄟˋ,qù wèi
7679,曲線,6,,21,4,25,ㄑㄩ ㄒㄧㄢˋ,qū xiàn
7680,取向,6,,21,3,24,ㄑㄩˇ ㄒㄧㄤˋ,qǔ xiàng
7681,取笑,6,,7,3,10,ㄑㄩˇ ㄒㄧㄠˋ,qǔ xiào
7682,取悅,6,,7,1,8,ㄑㄩˇ ㄩㄝˋ,qǔ yuè
7683,曲折,6,,11,4,15,ㄑㄩ ㄓㄜˊ,qū zhé
7684,驅逐,6,,9,6,15,ㄑㄩ ㄓㄨˊ,qū zhú
7685,取自,6,,5,2,7,ㄑㄩˇ ㄗˋ,qǔ zì
7686,犬,6,,23,15,38,ㄑㄩㄢˇ,quǎn
7687,全方位,6,,5,4,9,ㄑㄩㄢˊ ㄈㄤ ㄨㄟˋ,quán fāng wèi
7688,全集,6,,10,1,11,ㄑㄩㄢˊ ㄐㄧˊ,quán jí
7689,全盤,6,,6,1,7,ㄑㄩㄢˊ ㄆㄢˊ,quán pán
7690,全權,6,,7,1,8,ㄑㄩㄢˊ ㄑㄩㄢˊ,quán quán
7691,全神貫注,6,,9,2,11,ㄑㄩㄢˊ ㄕㄣˊ ㄍㄨㄢˋ ㄓㄨˋ,quán shén guàn zhù
7692,詮釋,6,,33,37,70,ㄑㄩㄢˊ ㄕˋ,quán shì
7693,泉水/泉,6,,22,12,34,ㄑㄩㄢˊ ㄕㄨㄟˇ/ㄑㄩㄢˊ,quán shuǐ/quán
7694,勸說,6,,8,4,12,ㄑㄩㄢˋ ㄕㄨㄛ,quàn shuō
7695,權威,6,,41,8,49,ㄑㄩㄢˊ ㄨㄟ,quán wēi
7696,權益,6,,12,11,23,ㄑㄩㄢˊ ㄧˋ,quán yì
7697,痊癒,6,,27,5,32,ㄑㄩㄢˊ ㄩˋ,quán yù
7698,圈子,6,,13,1,14,ㄑㄩㄢ ˙ㄗ,quān zi
7699,勸阻,6,,6,2,8,ㄑㄩㄢˋ ㄗㄨˇ,quàn zǔ
7700,確切,6,,20,8,28,ㄑㄩㄝˋ ㄑㄧㄝˋ,què qiè
7701,燃料,6,,7,34,41,ㄖㄢˊ ㄌㄧㄠˋ,rán liào
7702,燃起,6,,7,4,11,ㄖㄢˊ ㄑㄧˇ,rán qǐ
7703,嚷,6,,12,0,12,ㄖㄤˇ,rǎng
7704,讓步,6,,11,7,18,ㄖㄤˋ ㄅㄨˋ,ràng bù
7705,饒,6,,10,3,13,ㄖㄠˊ,ráo
7706,擾亂,6,,8,4,12,ㄖㄠˇ ㄌㄨㄢˋ,rǎo luàn
7707,惹,6,,25,7,32,ㄖㄜˇ,rě
7708,熱潮,6,,6,5,11,ㄖㄜˋ ㄔㄠˊ,rè cháo
7709,熱忱,6,,10,11,21,ㄖㄜˋ ㄔㄣˊ,rè chén
7710,熱切,6,,12,2,14,ㄖㄜˋ ㄑㄧㄝˋ,rè qiè
7711,熱血,6,,8,7,15,ㄖㄜˋ ㄒㄧㄝˇ,rè xiě
7712,熱中/熱衷,6,,14,6,20,ㄖㄜˋ ㄓㄨㄥ,rè zhōng
7713,仁,6,,9,7,16,ㄖㄣˊ,rén
7714,仁慈,6,,12,1,13,ㄖㄣˊ ㄘˊ,rén cí
7715,人次,6,,3,9,12,ㄖㄣˊ ㄘˋ,rén cì
7716,人道,6,,9,37,46,ㄖㄣˊ ㄉㄠˋ,rén dào
7717,任教,6,,14,6,20,ㄖㄣˋ ㄐㄧㄠˋ,rèn jiào
7718,認可,6,,15,5,20,ㄖㄣˋ ㄎㄜˇ,rèn kě
7719,人馬,6,,17,5,22,ㄖㄣˊ ㄇㄚˇ,rén mǎ
7720,人脈,6,,9,3,12,ㄖㄣˊ ㄇㄞˋ,rén mài
7721,人命,6,,7,4,11,ㄖㄣˊ ㄇㄧㄥˋ,rén mìng
7722,任命,6,,21,5,26,ㄖㄣˋ ㄇㄧㄥˋ,rèn mìng
7723,任憑,6,,8,2,10,ㄖㄣˋ ㄆㄧㄥˊ,rèn píng
7724,任期,6,,4,9,13,ㄖㄣˋ ㄑㄧˊ,rèn qí
7725,人情,6,,15,4,19,ㄖㄣˊ ㄑㄧㄥˊ,rén qíng
7726,認清,6,,15,1,16,ㄖㄣˋ ㄑㄧㄥ,rèn qīng
7727,人群,6,,38,17,55,ㄖㄣˊ ㄑㄩㄣˊ,rén qún
7728,人身,6,,5,3,8,ㄖㄣˊ ㄕㄣ,rén shēn
7729,人世,6,,14,7,21,ㄖㄣˊ ㄕˋ,rén shì
7730,人手,6,,7,8,15,ㄖㄣˊ ㄕㄡˇ,rén shǒu
7731,認輸,6,,4,2,6,ㄖㄣˋ ㄕㄨ,rèn shū
7732,忍痛,6,,3,2,5,ㄖㄣˇ ㄊㄨㄥˋ,rěn tòng
7733,人頭,6,,9,1,10,ㄖㄣˊ ㄊㄡˊ,rén tóu
7734,人為,6,,12,34,46,ㄖㄣˊ ㄨㄟˊ,rén wéi
7735,人文,6,,25,92,117,ㄖㄣˊ ㄨㄣˊ,rén wén
7736,忍無可忍,6,,4,1,5,ㄖㄣˇ ㄨˊ ㄎㄜˇ ㄖㄣˇ,rěn wú kě rěn
7737,忍心,6,,9,10,19,ㄖㄣˇ ㄒㄧㄣ,rěn xīn
7738,任性,6,,9,3,12,ㄖㄣˋ ㄒㄧㄥˋ,rèn xìng
7739,韌性,6,,5,7,12,ㄖㄣˋ ㄒㄧㄥˋ,rèn xìng
7740,仁義,6,,8,3,11,ㄖㄣˊ ㄧˋ,rén yì
7741,任意,6,,14,1,15,ㄖㄣˋ ㄧˋ,rèn yì
7742,人影,6,,13,1,14,ㄖㄣˊ ㄧㄥˇ,rén yǐng
7743,任用,6,,9,1,10,ㄖㄣˋ ㄩㄥˋ,rèn yòng
7744,任由,6,,9,3,12,ㄖㄣˋ ㄧㄡˊ,rèn yóu
7745,人造,6,,10,18,28,ㄖㄣˊ ㄗㄠˋ,rén zào
7746,人質,6,,10,4,14,ㄖㄣˊ ㄓˋ,rén zhì
7747,任職,6,,16,7,23,ㄖㄣˋ ㄓˊ,rèn zhí
7748,認知,6,,104,26,130,ㄖㄣˋ ㄓ,rèn zhī
7749,日漸,6,,15,8,23,ㄖˋ ㄐㄧㄢˋ,rì jiàn
7750,日趨,6,,6,2,8,ㄖˋ ㄑㄩ,rì qū
7751,冗長,6,,6,2,8,ㄖㄨㄥˇ ㄔㄤˊ,rǒng cháng
7752,容貌,6,,9,2,11,ㄖㄨㄥˊ ㄇㄠˋ,róng mào
7753,容納,6,,10,11,21,ㄖㄨㄥˊ ㄋㄚˋ,róng nà
7754,容器,6,,8,13,21,ㄖㄨㄥˊ ㄑㄧˋ,róng qì
7755,融洽,6,,8,6,14,ㄖㄨㄥˊ ㄑㄧㄚˋ,róng qià
7756,容忍,6,,18,3,21,ㄖㄨㄥˊ ㄖㄣˇ,róng rěn
7757,榮幸,6,,7,15,22,ㄖㄨㄥˊ ㄒㄧㄥˋ,róng xìng
7758,容許,6,,16,4,20,ㄖㄨㄥˊ ㄒㄩˇ,róng xǔ
7759,榮耀,6,,15,8,23,ㄖㄨㄥˊ ㄧㄠˋ,róng yào
7760,榮譽,6,,16,8,24,ㄖㄨㄥˊ ㄩˋ,róng yù
7761,柔和,6,,12,3,15,ㄖㄡˊ ㄏㄜˊ,róu hé
7762,入超,6,,1,0,1,ㄖㄨˋ ㄔㄠ,rù chāo
7763,入關,6,,14,0,14,ㄖㄨˋ ㄍㄨㄢ,rù guān
7764,儒家,6,,29,4,33,ㄖㄨˊ ㄐㄧㄚ,rú jiā
7765,入門,6,,7,7,14,ㄖㄨˋ ㄇㄣˊ,rù mén
7766,如期,6,,4,5,9,ㄖㄨˊ ㄑㄧˊ,rú qí
7767,入侵,6,,17,28,45,ㄖㄨˋ ㄑㄧㄣ,rù qīn
7768,入睡,6,,18,3,21,ㄖㄨˋ ㄕㄨㄟˋ,rù shuì
7769,入圍,6,,2,2,4,ㄖㄨˋ ㄨㄟˊ,rù wéi
7770,入獄,6,,9,3,12,ㄖㄨˋ ㄩˋ,rù yù
7771,如願,6,,5,3,8,ㄖㄨˊ ㄩㄢˋ,rú yuàn
7772,瑞典,6,,10,30,40,ㄖㄨㄟˋ ㄉㄧㄢˇ,ruì diǎn
7773,銳利,6,,9,2,11,ㄖㄨㄟˋ ㄌㄧˋ,ruì lì
7774,若非,6,,7,2,9,ㄖㄨㄛˋ ㄈㄟ,ruò fēi
7775,若干,6,,25,3,28,ㄖㄨㄛˋ ㄍㄢ,ruò gān
7776,弱勢,6,,13,39,52,ㄖㄨㄛˋ ㄕˋ,ruò shì
7777,若無其事,6,,5,0,5,ㄖㄨㄛˋ ㄨˊ ㄑㄧˊ ㄕˋ,ruò wú qí shì
7778,若有所思,6,,9,0,9,ㄖㄨㄛˋ ㄧㄡˇ ㄙㄨㄛˇ ㄙ,ruò yǒu suǒ sī
7779,撒1,6,,23,22,45,ㄙㄚˇ,sǎ
7780,灑,6,,16,50,66,ㄙㄚˇ,sǎ
7781,撒2,6,,23,22,45,ㄙㄚ,sā
7782,撒謊,6,,8,1,9,ㄙㄚ ㄏㄨㄤˇ,sā huǎng
7783,散2,6,,29,20,49,ㄙㄢˇ,sǎn
7784,散播,6,,6,12,18,ㄙㄢˋ ㄅㄛˋ,sàn bò
7785,散布/散佈,6,,12,8,20,ㄙㄢˋ ㄅㄨˋ,sàn bù
7786,三更半夜,6,,3,4,7,ㄙㄢ ㄍㄥ ㄅㄢˋ ㄧㄝˋ,sān gēng bàn yè
7787,散落,6,,7,4,11,ㄙㄢˋ ㄌㄨㄛˋ,sàn luò
7788,散文,6,,11,4,15,ㄙㄢˇ ㄨㄣˊ,sǎn wén
7789,三言兩語,6,,3,1,4,ㄙㄢ ㄧㄢˊ ㄌㄧㄤˇ ㄩˇ,sān yán liǎng yǔ
7790,喪禮,6,,6,1,7,ㄙㄤ ㄌㄧˇ,sāng lǐ
7791,嗓門,6,,8,1,9,ㄙㄤˇ ㄇㄣˊ,sǎng mén
7792,喪生,6,,5,12,17,ㄙㄤˋ ㄕㄥ,sàng shēng
7793,喪失,6,,32,14,46,ㄙㄤˋ ㄕ,sàng shī
7794,喪事,6,,5,2,7,ㄙㄤ ㄕˋ,sāng shì
7795,嗓音,6,,9,2,11,ㄙㄤˇ ㄧㄣ,sǎng yīn
7796,嗓子,6,,10,3,13,ㄙㄤˇ ˙ㄗ,sǎng zi
7797,騷動,6,,13,1,14,ㄙㄠ ㄉㄨㄥˋ,sāo dòng
7798,掃描,6,,15,13,28,ㄙㄠˇ ㄇㄧㄠˊ,sǎo miáo
7799,騷擾,6,,8,1,9,ㄙㄠ ㄖㄠˇ,sāo rǎo
7800,啥,6,,67,7,74,ㄕㄚˊ,shá
7801,煞車,6,,8,9,17,ㄕㄚ ㄔㄜ,shā chē
7802,殺手,6,,13,10,23,ㄕㄚ ㄕㄡˇ,shā shǒu
7803,傻笑,6,,3,1,4,ㄕㄚˇ ㄒㄧㄠˋ,shǎ xiào
7804,沙啞,6,,5,2,7,ㄕㄚ ㄧㄚˇ,shā yǎ
7805,篩選,6,,8,11,19,ㄕㄞ ㄒㄩㄢˇ,shāi xuǎn
7806,擅長,6,,29,10,39,ㄕㄢˋ ㄔㄤˊ,shàn cháng
7807,刪除,6,,7,3,10,ㄕㄢ ㄔㄨˊ,shān chú
7808,閃電,6,,14,8,22,ㄕㄢˇ ㄉㄧㄢˋ,shǎn diàn
7809,山洞,6,,11,3,14,ㄕㄢ ㄉㄨㄥˋ,shān dòng
7810,善惡,6,,6,2,8,ㄕㄢˋ ㄜˋ,shàn è
7811,山峰,6,,9,3,12,ㄕㄢ ㄈㄥ,shān fēng
7812,閃光,6,,7,1,8,ㄕㄢˇ ㄍㄨㄤ,shǎn guāng
7813,閃亮,6,,10,5,15,ㄕㄢˇ ㄌㄧㄤˋ,shǎn liàng
7814,山林,6,,14,18,32,ㄕㄢ ㄌㄧㄣˊ,shān lín
7815,山脈,6,,13,32,45,ㄕㄢ ㄇㄞˋ,shān mài
7816,山丘,6,,10,5,15,ㄕㄢ ㄑㄧㄡ,shān qiū
7817,閃閃,6,,16,4,20,ㄕㄢˇ ㄕㄢˇ,shǎn shǎn
7818,閃閃發光,6,,7,1,8,ㄕㄢˇ ㄕㄢˇ ㄈㄚ ㄍㄨㄤ,shǎn shǎn fā guāng
7819,山水,6,,7,8,15,ㄕㄢ ㄕㄨㄟˇ,shān shuǐ
7820,閃爍,6,,16,4,20,ㄕㄢˇ ㄕㄨㄛˋ,shǎn shuò
7821,山頭,6,,11,10,21,ㄕㄢ ㄊㄡˊ,shān tóu
7822,山羊,6,,10,3,13,ㄕㄢ ㄧㄤˊ,shān yáng
7823,閃耀,6,,8,5,13,ㄕㄢˇ ㄧㄠˋ,shǎn yào
7824,善意,6,,15,12,27,ㄕㄢˋ ㄧˋ,shàn yì
7825,善於,6,,25,3,28,ㄕㄢˋ ㄩˊ,shàn yú
7826,山莊,6,,8,4,12,ㄕㄢ ㄓㄨㄤ,shān zhuāng
7827,擅自,6,,7,2,9,ㄕㄢˋ ㄗˋ,shàn zì
7828,尚,6,,87,14,101,ㄕㄤˋ,shàng
7829,商標,6,,7,3,10,ㄕㄤ ㄅㄧㄠ,shāng biāo
7830,商場,6,,12,6,18,ㄕㄤ ㄔㄤˊ,shāng cháng
7831,傷感,6,,6,1,7,ㄕㄤ ㄍㄢˇ,shāng gǎn
7832,上好,6,,5,4,9,ㄕㄤˋ ㄏㄠˇ,shàng hǎo
7833,上級,6,,10,0,10,ㄕㄤˋ ㄐㄧˊ,shàng jí
7834,商機,6,,9,14,23,ㄕㄤ ㄐㄧ,shāng jī
7835,商家,6,,7,6,13,ㄕㄤ ㄐㄧㄚ,shāng jiā
7836,上進,6,,7,4,11,ㄕㄤˋ ㄐㄧㄣˋ,shàng jìn
7837,上空,6,,11,9,20,ㄕㄤˋ ㄎㄨㄥ,shàng kōng
7838,上流,6,,8,1,9,ㄕㄤˋ ㄌㄧㄡˊ,shàng liú
7839,上路,6,,13,9,22,ㄕㄤˋ ㄌㄨˋ,shàng lù
7840,上門,6,,13,3,16,ㄕㄤˋ ㄇㄣˊ,shàng mén
7841,上任,6,,11,21,32,ㄕㄤˋ ㄖㄣˋ,shàng rèn
7842,上上下下,6,,4,2,6,ㄕㄤˋ ㄕㄤˋ ㄒㄧㄚˋ ㄒㄧㄚˋ,shàng shàng xià xià
7843,賞識,6,,8,3,11,ㄕㄤˇ ㄕˋ,shǎng shì
7844,傷勢,6,,5,2,7,ㄕㄤ ㄕˋ,shāng shì
7845,上訴,6,,7,1,8,ㄕㄤˋ ㄙㄨˋ,shàng sù
7846,上天,6,,20,14,34,ㄕㄤˋ ㄊㄧㄢ,shàng tiān
7847,傷痛,6,,14,15,29,ㄕㄤ ㄊㄨㄥˋ,shāng tòng
7848,傷亡,6,,7,22,29,ㄕㄤ ㄨㄤˊ,shāng wáng
7849,商務,6,,15,3,18,ㄕㄤ ㄨˋ,shāng wù
7850,上揚,6,,5,3,8,ㄕㄤˋ ㄧㄤˊ,shàng yáng
7851,商議,6,,15,1,16,ㄕㄤ ㄧˋ,shāng yì
7852,上映,6,,3,1,4,ㄕㄤˋ ㄧㄥˋ,shàng yìng
7853,上游,6,,11,32,43,ㄕㄤˋ ㄧㄡˊ,shàng yóu
7854,少許,6,,8,4,12,ㄕㄠˇ ㄒㄩˇ,shǎo xǔ
7855,少爺,6,,9,1,10,ㄕㄠˋ ㄧㄝˊ,shào yé
7856,奢侈,6,,9,5,14,ㄕㄜ ㄔˇ,shē chǐ
7857,奢華,6,,7,4,11,ㄕㄜ ㄏㄨㄚˊ,shē huá
7858,射擊,6,,9,4,13,ㄕㄜˋ ㄐㄧˊ,shè jí
7859,涉及,6,,27,5,32,ㄕㄜˋ ㄐㄧˊ,shè jí
7860,捨棄,6,,9,5,14,ㄕㄜˇ ㄑㄧˋ,shě qì
7861,攝取,6,,14,28,42,ㄕㄜˋ ㄑㄩˇ,shè qǔ
7862,涉入,6,,6,2,8,ㄕㄜˋ ㄖㄨˋ,shè rù
7863,設施,6,,17,42,59,ㄕㄜˋ ㄕ,shè shī
7864,設想,6,,13,4,17,ㄕㄜˋ ㄒㄧㄤˇ,shè xiǎng
7865,設置,6,,23,18,41,ㄕㄜˋ ㄓˋ,shè zhì
7866,甚,6,,78,10,88,ㄕㄣˊ / ㄕㄣˋ,shén / shèn
7867,審查,6,,14,5,19,ㄕㄣˇ ㄔㄚˊ,shěn chá
7868,深沉,6,,11,1,12,ㄕㄣ ㄔㄣˊ,shēn chén
7869,身處,6,,15,7,22,ㄕㄣ ㄔㄨˇ,shēn chǔ
7870,神父,6,,29,19,48,ㄕㄣˊ ㄈㄨˋ,shén fù
7871,審核,6,,5,4,9,ㄕㄣˇ ㄏㄜˊ,shěn hé
7872,深厚,6,,13,9,22,ㄕㄣ ㄏㄡˋ,shēn hòu
7873,神經質,6,,8,1,9,ㄕㄣˊ ㄐㄧㄥ ㄓˊ,shén jīng zhí
7874,神明,6,,12,7,19,ㄕㄣˊ ㄇㄧㄥˊ,shén míng
7875,審判,6,,17,4,21,ㄕㄣˇ ㄆㄢˋ,shěn pàn
7876,深切,6,,9,5,14,ㄕㄣ ㄑㄧㄝˋ,shēn qiè
7877,神情,6,,31,7,38,ㄕㄣˊ ㄑㄧㄥˊ,shén qíng
7878,深情,6,,9,1,10,ㄕㄣ ㄑㄧㄥˊ,shēn qíng
7879,身軀,6,,13,5,18,ㄕㄣ ㄑㄩ,shēn qū
7880,神色,6,,13,1,14,ㄕㄣˊ ㄙㄜˋ,shén sè
7881,深山,6,,13,9,22,ㄕㄣ ㄕㄢ,shēn shān
7882,審視,6,,12,2,14,ㄕㄣˇ ㄕˋ,shěn shì
7883,紳士,6,,13,1,14,ㄕㄣ ㄕˋ,shēn shì
7884,身世,6,,9,2,11,ㄕㄣ ㄕˋ,shēn shì
7885,深思,6,,11,5,16,ㄕㄣ ㄙ,shēn sī
7886,神態,6,,7,1,8,ㄕㄣˊ ㄊㄞˋ,shén tài
7887,身亡,6,,10,8,18,ㄕㄣ ㄨㄤˊ,shēn wáng
7888,身為,6,,65,53,118,ㄕㄣ ㄨㄟˊ,shēn wéi
7889,深信,6,,16,5,21,ㄕㄣ ㄒㄧㄣˋ,shēn xìn
7890,身形,6,,6,1,7,ㄕㄣ ㄒㄧㄥˊ,shēn xíng
7891,呻吟,6,,11,1,12,ㄕㄣ ㄧㄣˊ,shēn yín
7892,深淵,6,,9,3,12,ㄕㄣ ㄩㄢ,shēn yuān
7893,伸展,6,,30,6,36,ㄕㄣ ㄓㄢˇ,shēn zhǎn
7894,深知,6,,15,2,17,ㄕㄣ ㄓ,shēn zhī
7895,慎重,6,,12,4,16,ㄕㄣˋ ㄓㄨㄥˋ,shèn zhòng
7896,聲稱,6,,13,4,17,ㄕㄥ ㄔㄥ,shēng chēng
7897,牲畜,6,,8,12,20,ㄕㄥ ㄔㄨˋ,shēng chù
7898,盛大,6,,9,8,17,ㄕㄥˋ ㄉㄚˋ,shèng dà
7899,勝負,6,,10,4,14,ㄕㄥˋ ㄈㄨˋ,shèng fù
7900,升高,6,,15,25,40,ㄕㄥ ㄍㄠ,shēng gāo
7901,升官,6,,6,2,8,ㄕㄥ ㄍㄨㄢ,shēng guān
7902,勝過,6,,15,5,20,ㄕㄥˋ ㄍㄨㄛˋ,shèng guò
7903,生計,6,,7,14,21,ㄕㄥ ㄐㄧˋ,shēng jì
7904,生機,6,,9,19,28,ㄕㄥ ㄐㄧ,shēng jī
7905,聖經,6,,28,6,34,ㄕㄥˋ ㄐㄧㄥ,shèng jīng
7906,盛開,6,,8,7,15,ㄕㄥˋ ㄎㄞ,shèng kāi
7907,聲明,6,,18,16,34,ㄕㄥ ㄇㄧㄥˊ,shēng míng
7908,生母,6,,15,1,16,ㄕㄥ ㄇㄨˇ,shēng mǔ
7909,生平,6,,14,5,19,ㄕㄥ ㄆㄧㄥˊ,shēng píng
